Report Month,Continent,Country,Country Code,Language Name,Language Code,Is Sign Language,Is ISO Recognized,First Language Population,First Language Population Group,Language EGIDS,EGIDS Group,EGIDS Has Data Support,All Access Population,All Access Status,All Access Chapter Goal,Eligible For ETEN Funding,All Access Chapters To Goal,Top 100 Progress,Top 100 Revision Status,Completed Scripture,Latest Publication Year,Text Chapters Completed,Audio Chapters Completed,Video Chapters Completed,Unknown Mode Chapters Completed,Translation Status,Is Remaining Translation Need,Expressed Need,Expressed Need Sensitivity,Active Translation,Active Language Development,Active Scripture Engagement,Active Intent,Active OBT,Engagement Maximum Sensitivity,Engagement Minimum Sensitivity,Access Through 2nd Language,2nd Language Scripture Level,Is Protected Country,IllumiNations Region,ETENRegion
2025-08,Pacific,Papua New Guinea,PG,Saniyo-Hiyewe [sny],sny,No,Yes,1300,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2014,260,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Saposa [sps],sps,No,Yes,2000,1000 - 4999,7,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2014,334,0,0,0,Low Language Vitality,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sarasira [zsa] ,zsa,No,Yes,600,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Saruga [sra] ,sra,No,Yes,160,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sawiyanu [amm],amm,No,Yes,490,1 - 999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2009,358,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Seimat [ssg],ssg,No,Yes,1400,1000 - 4999,4,Institutional,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2014,381,260,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Selepet [spl],spl,No,Yes,7240,5K - 9.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2014,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sengo [spk] ,spk,No,Yes,520,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sengseng [ssz],ssz,No,Yes,1750,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2006,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sepa [spe] ,spe,No,Yes,700,1 - 999,6b,In_Trouble,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,Yes,Restricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Seta [stf] ,stf,No,Yes,180,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Setaman [stm] ,stm,No,Yes,500,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Seti [sbi] ,sbi,No,Yes,160,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sewa Bay [sew] ,sew,No,Yes,4510,1000 - 4999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sgi Bara [jil],jil,No,Yes,650,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sialum [slw] ,slw,No,Yes,400,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Siane [snp],snp,No,Yes,29000,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2015,260,260,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Siar-Lak [sjr],sjr,No,Yes,2500,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,2012,61,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Siawi [mmp],mmp,No,Yes,220,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2013,354,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sibe [nco],nco,No,Yes,12000,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,25,,,Selections,2004,0,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sihan [snr] ,snr,No,Yes,570,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Siliput [mkc] ,mkc,No,Yes,520,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Silopi [xsp] ,xsp,No,Yes,180,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Simbali [smg] ,smg,No,Yes,450,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Simbari [smb] ,smb,No,Yes,3850,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2023,944,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Simeku [smz] ,smz,No,Yes,3000,1000 - 4999,6a,Vigorous,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sinagen [siu] ,siu,No,Yes,330,1 - 999,6b,In_Trouble,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sinasina Sign Language [PG48],PG48,Yes,No,4,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,No,No,No,No,No,,null,Papua New Guinean Sign Language [pgz],,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sinasina [sst] ,sst,No,Yes,21000,10K - 99.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,1976,350,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sinaugoro [snc],snc,No,Yes,18000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2014,260,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sio [xsi],xsi,No,Yes,3000,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2015,410,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Siroi [ssd],ssd,No,Yes,1310,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2014,523,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sob [urw],urw,No,Yes,2250,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,2015,88,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Solong [aaw] ,aaw,No,Yes,4160,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2017,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Solos [sol] ,sol,No,Yes,15000,10K - 99.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,23,,,Stories,2024,23,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Somba-Siawari [bmu],bmu,No,Yes,10000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2013,740,318,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Soq [mdc] ,mdc,No,Yes,700,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sori-Harengan [sbh] ,sbh,No,Yes,770,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sos Kundi [sdk],sdk,No,Yes,3300,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,2014,50,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sowanda [sow] ,sow,No,Yes,1180,1000 - 4999,6a,Vigorous,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Suau [swp],swp,No,Yes,7810,5K - 9.9K,3,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2015,524,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sudest [tgo],tgo,No,Yes,2450,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2014,287,268,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Suena [sue],sue,No,Yes,3600,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2014,260,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Suganga [sug] ,sug,No,Yes,350,1 - 999,6b,In_Trouble,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Suki [sui] ,sui,No,Yes,7500,5K - 9.9K,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,1981,260,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sukurum [zsu] ,zsu,No,Yes,1160,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sulka [sua],sua,No,Yes,3500,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2014,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sumau [six] ,six,No,Yes,2580,1000 - 4999,6a,Vigorous,No,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,2024,161,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Sursurunga [sgz],sgz,No,Yes,5000,5K - 9.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2014,268,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tabo [knv],knv,No,Yes,3500,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2024,310,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tainae [ago] ,ago,No,Yes,1000,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,"Tairora, North [tbg]",tbg,No,Yes,5000,5K - 9.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2015,875,751,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,"Tairora, South [omw]",omw,No,Yes,8000,5K - 9.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2014,260,260,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tairuma [uar],uar,No,Yes,4500,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,Selections,2013,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Takia [tbc],tbc,No,Yes,25000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2015,318,260,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Takuu [nho],nho,No,Yes,1750,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2009,260,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tami [tmy],tmy,No,Yes,2100,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,2015,210,0,0,0,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tanggu [tgu] ,tgu,No,Yes,3000,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,16,,,Selections,2011,16,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tanguat [tbs],tbs,No,Yes,740,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,Selections,2019,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tapei [afp] ,afp,No,Yes,250,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tauade [ttd] ,ttd,No,Yes,12000,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,89,,,Selections,1991,89,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Taupi [awm] ,awm,No,Yes,320,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Taupota [tpa],tpa,No,Yes,1280,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,2010,66,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tauya [tya] ,tya,No,Yes,400,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tawala [tbo],tbo,No,Yes,10000,10K - 99.9K,3,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2015,591,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tay [taw],taw,No,Yes,1000,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2013,260,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tayatuk [smc] ,smc,No,Yes,500,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Telefol [tlf],tlf,No,Yes,5630,5K - 9.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2015,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Teop [tio],tio,No,Yes,14000,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,77,,,Selections,2023,77,37,0,37,Work In Progress,No,,,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Terebu [trb] ,trb,No,Yes,130,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Terei [buo],buo,No,Yes,26500,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,53,,,Selections,2007,53,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tiang [tbj],tbj,No,Yes,4200,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,20,,,Selections,2021,20,0,0,0,Work In Progress,No,,Unrestricted,Yes,Yes,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tifal [tif],tif,No,Yes,3600,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,1998,260,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tigak [tgc],tgc,No,Yes,10000,10K - 99.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2022,16,0,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Timbe [tim],tim,No,Yes,11000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2015,310,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tinputz [tpz],tpz,No,Yes,5350,5K - 9.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2015,278,0,0,0,Work In Progress,No,,,Yes,Yes,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Titan [ttv] ,ttv,No,Yes,5100,5K - 9.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Toaripi [tqo],tqo,No,Yes,25200,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,1983,1189,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tobo [tbv] ,tbv,No,Yes,3230,1000 - 4999,5,Developing,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,Selections,2020,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tok Pisin [tpi],tpi,No,Yes,125630,100K - 499K,1,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,1999,1189,1189,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tokano [zuh],zuh,No,Yes,6000,5K - 9.9K,5,Developing,No,"5,000 to 499,999",Translation in Progress,260,Yes,89,,,Selections,1979,89,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tomoip [tqp] ,tqp,No,Yes,2000,1000 - 4999,6a,Vigorous,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Torau [ttu] ,ttu,No,Yes,2000,1000 - 4999,6b,In_Trouble,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Toura [don] ,don,No,Yes,1800,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tulil [tuh] ,tuh,No,Yes,2000,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tulu-Bohuai [rak] ,rak,No,Yes,1970,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Restricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tuma-Irumu [iou],iou,No,Yes,1100,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2023,1084,464,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tumleo [tmq] ,tmq,No,Yes,790,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Pacific,Papua New Guinea,PG,Tungag [lcm],lcm,No,Yes,16000,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2014,318,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
